idx,target,year,is_future,prefix
1688,spent,1596,0,"Thy sap by course of time is blent, My sence by care and age is"
1689,spent,1595,0,"When I had made something more than a League of Way by the help of this Current or Eddy, I found it was"
1690,spinning,1753,0,By making the viscous liquor..pass through a fine perforation in the organ appointed for this
1691,spinning,1883,0,The pressing of this viscose mass in continuous filaments through a fine aperture is commonly known as
1692,spinning,1644,0,"The practical Rules of Writing,..the first and greatest of which is Protraction, or the Art of"
1693,spinning,1824,0,Unscientifically formed projectiles..have to receive a counteracting agency in the shape of additional
1694,spoil,1382,0,"My limbs are bowed, though not with toil, But rusted with a vile repose, For they have been a dungeon's"
1695,sprout,1563,0,"He says..repreuand that thai wynkit and bure with sum, leueand be thair silence the auld fayth without defence, suffered prophane nouelteis to"
1696,squash,1611,0,"Anon, our Hero's Boots, well-soak'd with Wash, At ev'ry Step return'd a dreadful"
1697,squatter,1824,0,The portrait of a toad ‘from life’ is creditable alike to the artist and the sitter—or rather
1698,stabilizer,1913,0,It is in the provision of this form of [flume] control that the main differences lie between the flume stabilization system and the older types of passive tank
1699,staging,1855,0,Chrysanthemums are now displaying..bloom under glass... Be careful not to spill water on the floor and
1700,staunch,1575,0,"For, scarce a spear's length from his haunch, Vindictive toiled the blood-hounds"
1701,steep,1594,0,"Time, tho' he wield the darts of death and sleep, And those thrice mortal barbs in his own poison"
1702,steep,1592,0,"Swim o'er the Tiber, if you want to sleep, Or the dull Sense in t' other Bottle"
1703,steep,1591,0,When the soft dews of kindly sleep My wearied eyelids gently
1704,sterility,1426,0,"Sicily was the granary of Italy: and the quantity of corn carried off from it by the Romans, is probably a chief cause of its present"
1705,sterilize,1930,0,"Even though the United States is no longer on the gold standard, the term [ sc. sterilization] continues to be used with the understanding that not gold but other reserves..are being"
1706,sticker,1832,0,"He began his cricket life as a carefree, attacking batsman but established himself as an ultra-reliable"
1707,sting,1398,0,"A cloud of cumbrous gnattes doe him molest, All striuing to infixe their feeble"
1708,sting,1872,0,"The genuine sort [of Pointers] has a tail thick at the root, and gradually tapering to an absolute point or ‘"
1709,stony,1400,0,"A gravelly soil consists chiefly of small stones from the size of a pea to that of a walnut, but when a large proportion of the stones are of the latter size or larger, the land is said to be"
1710,stout,1903,0,"A..ferocious insect, thicker than, and about the size of a hornet, which it resembles in being barred with black and yellow. This formidable insect, the Newfoundlanders call the"
1711,structuralist,1870,0,"One man is interested in city-structure, and another is interested in the description of cities... If a city is built in the form of a square, this is not more likely to escape the eye of the descriptionist than that of the"
1712,subclass,1852,0,"In 1958, the entire population was subjected to political classification, with successive classifications culminating in a system of three classes and fifty-one"
1713,subservient,1624,0,"The principal character was that of a merchant... Another leading event in the fable was, the sudden acquisition of a fortune by a Devonshire rustic... The other characters were"
1714,subterranean,1773,0,"That very ancient, and may we not say biblical classification of all intelligent orders, under the three heads of celestials, terrestrials, and"
1715,superstructure,1937,1,This heat influx resulted in widespread metamorphism and establishment of an amphibolite-grade infrastructure (Kiokee Belt) and a greenschist-grade
1716,suppressor,1930,0,"Everyone..should beware of people who told them that all appliances must now be suppressed, especially if they were trying to sell"
1717,swallow,1340,0,"Patients with callous appetites and hebetated tongues, who have lost the delighted sense of"
1718,swarm,1386,0,"The youthful Prince, with loud allarm, Calls out the vent'rous Colony to"
1719,sweetheart,1959,1,"William Safire..raised the question of whether the $3.4 million loan that was granted on Jan. 7, after Lance had accepted the sensitive OMB job, was a ‘"
1720,tableau,1874,0,"The first step, in the case of most Patience games, is to arrange a certain number of cards face upwards on the table. The cards thus arranged are known as the ‘lay-out’, or"
1721,tack,1446,0,An ther wur beacon upon rack An plates to yet it upon
1722,tack,1700,0,"[The Massilians] Without a bridle on the bare back, Make with a stick their horse or mare"
1723,taker,1425,0,It was common custom to..mingle with the pleasure makers and pleasure
1724,taking,1603,0,"She..recovered herself, assuming an expression of dignity that was somewhat imposing, or shall I say, in my own rough way, rather ‘"
1725,tame,1563,0,"The tribunal lately so insolent, became on a sudden strangely"
1726,tame,1500,0,Nor cou'd Vulcanian Flame The Stench abolish; or the Savour
1727,thine,1225,0,"Better among the rootling swine, In forest drear and lone, O Alfgar, than be bride of"
1728,threatened,1960,1,"Endangered (E)..Taxa in danger of extinction and whose survival is unlikely if the causal factors continue operating... Vulnerable (V)..Taxa believed likely to move into the endangered category in the near future if the causal factors continue operating... Rare (R)..Taxa with small world populations that are not at present endangered or vulnerable, but are at risk... A taxon at subspecific level which might qualify for the V..category has not been included if no other subspecies of the species concerned is in a"
1729,tickle,1530,0,I am trying if Mr. Horner were ticklish..I love to torment the confounded Toad; let you and I
1730,toleration,1692,0,Moved that the Quakers shall not have the benefit of this Act before they take the Declaration in the Act of
1731,trace,1350,0,"Twelve young mules, a strong laborious race, New to the plow, unpractis'd in the"
1732,translocation,1868,0,"The large protein molecule is relatively immobile, with a low coefficient of diffusion, and consequently is converted into more readily diffusible substances for"
1733,translocation,1921,0,A condition of triploidy for certain sections of chromosome had been met with in the previous (unpublished) studies on duplications and on
1734,translucent,1726,0,"Concentrated caustic soda causes a curious change to take place in cellulose, whereby the fibres become glossy and"
1735,triglyceride,1860,0,"Glycerol..deporting itself like a trihydric base, is able to combine with three radicles of fatty acids... The resulting compounds are called ‘"
1736,triglyceride,1860,0,"The glycerides of butter fat contain butyric, caproic, caprylic, capric, lauric, myristic, palmitic, stearic, and oleic acids, as"
1737,trillion,1635,0,"I am not un-acquainted with the Names that many give to the like Numbers: as, 340567 Unites. 876054 Million. 876054 Billion. 456786"
1738,trillion,1635,0,"Coruscant, which is the capital of the Star Wars Galactic Empire, supposedly has a population of around three"
1739,trillion,1690,0,"The name of the first period being units; of the second, millions; of the third, millions of millions, or bi-millions, contracted to billions; of the fourth, millions of millions of millions, or tri-millions, contracted to"
1740,trillion,1830,0,"The English [system] goes on with thousands of millions, tens of thousands of millions , and hundreds of thousands of millions ; instead of Billions .., and thus, brings the Billion order, where the French has the"
1741,tubercle,1657,0,"The thickened tuber-like roots of the Dahlia are simply reservoirs of nutriment, and are known as"
1742,turning,1225,0,"A decoction made with the flowers of Lavender, Horehound, Fennell, and Asparagus rootes, and a little Cinamon, is very profitably used, to helpe the falling sicknesse, and the giddinesse or"
1743,turning,1460,0,"It wasn't that he knew anything about computers, nothing at all, but his mind was full of strange twists and lateral"
1744,turning,1509,0,"The turves are spread out to complete the drying, a long process involving much further handling and"
1745,unison,1450,0,The Diapason or Eight in Music is the sweetest Concord; insomuch as it is in effect an
1746,unjustified,1640,0,"Had your learned counselled you to bring your Action in the Common Pleas, your Character, Madam, might have been justified, if the Pamphlet Nemesis had called it in question. But by a process in the Crown-Office, your Character will remain"
1747,unpack,1611,0,"Two-thirds trappers,..and one-third camp-keepers; who cook, pack, and"
1748,unsaturated,1758,0,"A radical..is a portion of a molecule, a group of atoms, the affinities of which do not wholly saturate one another, the radical being uni-, bi-, tri-, quadri-, &c. valent, according as 1, 2, 3, 4,..affinities are left"
1749,uptake,1889,0,Advantage is taken of the hollow towing bollards..to utilise these also as
1750,valour,1400,0,"Yiff that he durste hym abyde, Undyr the forest off Arsour He wolde assaye hys"
1751,valour,1330,0,"Kyng Artour gan her fayre grete, And sche hym agayn, with wordes swete, That were of greet"
1752,vanguard,1786,0,"To the fore-going may be added,..Smooth-leaved Royal George..Steward's late Gallande.."
1753,vegetative,1450,0,"The fermentation process itself starts off with a phenotypically correct clone, isolated from a working seed lot used to inoculate one or several flasks containing"
1754,veiled,1602,0,You have always..approached with a very unusual directness subjects and points of view that other people keep rather under sealed lips and
1755,veneration,1683,0,"The persons..who were stiled Baalim, had a great regard paid to their memory, which at last degenerated into a most idolatrous"
1756,vent,1558,0,"Blow , the forcing of displaced air through the molten metal from insufficient"
1757,vent,1640,0,"Thus as to and fro they went,..Giving their impatience"
1758,vent,1644,0,"The other day into a place I went, Where Mortals use to go, that want a"
1759,vent,1570,0,"The swelling Bag he rent, And all the Furies issued at the"
1760,vent,1570,0,It was generally thought sufficient for the purpose..that the smoke should ascend the proper
1761,vent,1602,0,Winds for ages pent In earth's dark womb have found at last a
1762,vile,1393,0,Þar-fore hii deide in dedli sinne... After in a lite while Þai be-come dragouns
1763,vile,1320,0,"And all the feasts that thou hast shared erewhile With other kings, to mine shall be but"
1764,vile,1400,0,Sche wolde be more certayn That he schulde here no-wayes be-gile Ne holde here afftir for no
1765,vile,1400,0,They synnyd so sore in þat ylk while that many men wept and cursid þat
1766,vindicate,1650,0,"Prevention of intrusion upon private property is a right which every proprietor may act upon, and use force to"
1767,violet,1400,0,"There are other kindes which they call gilleflowers of the Indies, the which are like to a fine orange tawnie vellet, or a"
1768,virulent,1577,0,"In certain cases it contains specific agents in the causation of disease, and promotes their development or renders them more"
1769,vitreous,1800,0,"Like sulphur, it [ sc. selenium] is capable of existing in various allotropic modifications, one of which is crystalline, the other"
1770,vogue,1571,0,"M c Fadzean that most bloody Rogue, Who for his Villany did bear the"
1771,vogue,1571,0,"While you can find one Factious Rogue, To sway the Poll, and get the"
1772,wade,1400,0,"To wynne the Ioy that is eterne, Fro which go bakward youthe hir made, In vanite to droune and"
1773,waking,1340,0,"To say he hath seen a Vision..is to say, that he dreamed between sleeping and"
1774,warden,1330,0,"My Lord High Constable,..Since I am to lie in ward, I could not have desired a kinder or more courteous"
1775,washer,1530,0,"In these days when washing is made either a fad or a religion, according to the temperament of the"
1776,watery,1595,0,"The tax schemes are jokingly referred to as ‘Bottom of the Harbour Pty Ltd’, by members of the Sydney tax avoidance fraternity, as many of the documents have gone to a"
1777,wearing,1225,0,"The waved water chamelot, was from the beginning esteemed the richest and bravest"
1778,weathering,1739,0,"The measurer takes a line or tape and begins..at the plinth, then stretching the line to the top, bends it into the offset, or"
1779,weave,1831,0,"Weaving ..consists in a motion of the head, neck, and body, from side to side like the shuttle of a"
1780,weighty,1617,0,"If foreigners, who take our money in large parcels only by weight, are suffered to pour in light money upon us, at the same rate as if it were"
1781,weighty,1828,0,"My chief fear of the work is that..it may prove..in some parts heavy. I shall work it up, however, as much as possible, and endeavor to lighten it where it is"
1782,were,1330,0,"Þe Erl..þoughte no feyþ til [him] wold bere, But he in pes his wyf myght"
1783,were,1400,0,Hit is our shilde & our spere a-gainis þe feinde for to
1784,whine,1330,0,"Þe helmes þai seyen briȝt schine, Þe stedes nyen, and togider"
1785,wholeness,1681,0,"Our whole Man will be in Exercise; the Understanding directing, the Will complying and following the Guidance, and the executive Powers moving in obedience to the Will as they ought. This maintains an integrity or"
1786,wholeness,1681,0,"Unity , power , and being are contained in this third triad; but then each of these is multiplied, and so the whole triad is a"
1787,wholeness,1681,0,What shapeless and ragged utterances Englishmen are content to give vent to—without attempting anything like a shape or a
1788,wide,1300,0,"Couetys, hordan, envie, and pride Has spred þis werld on lenth and"
1789,womanhood,1608,0,Notched charts which followed the changing stature and figures of the Misses St. Peter from early childhood to
1790,workmanship,1578,0,"That it might haue 3. hot moneths togither to work it to his ful perfection... I haue thought good..to set downe mine own fansie, for the easier stirring vppe of this Malmesey to his"
1791,workup,1948,1,"He'd been working around the clock for three months to get his ship ready for action, racing through the acceptance trials and conducting continuous"
1792,wrest,1400,0,"Langer slepe ne rest Ne myght I nat, so were my wittis"
1793,wrest,1529,0,"The Earth with dreadful Gripes was sore opprest, Which did its twisted Bowels"
1794,wring,1225,0,Þe bloode a non began out to springe And þan þe watir after to
1795,wrong,1330,0,"Tis the chief Praise that e'er to Kings belong'd, To right with Justice, whom with Pow'r they"
1796,absorbing,1825,0,"The author has a plot and a direct, concise manner of telling his story that makes the book"
1797,academically,1608,0,"I would willingly aduertise the Reader that shall vndertake to iudge of this Worke, to take heed that he fall not into any of these seuen ouersights, as some others haue done; that is: To referre that vnto law and dutie, which is proper vnto action; that vnto action, which is onely to be censured; that to resolution and determination, which is only proposed, consulted of, and problematically and"
1798,academically,1626,0,"Although you can not find the word in the Oxford University English Dictionary, Micropaleontology has come of age both commercially and"
1799,aching,1697,0,"Sadness is prevalent throughout the album, but there is an underlying hope within the often stark beats and with Smith's"
1800,acquiring,1606,0,Grant an understanding heart..that we may have..freedom from the disappointments of empty outreaching toward still emptier
1801,aeration,1828,0,"Various additions are made, either to the bottle before filling, or to the liquid in bulk before"
1802,aerospace,1959,1,The use of acoustic energy to perform all those functions in hydrospace for which electromagnetic energy is employed in
1803,aesthetically,1801,0,"Biography, of which the ancients treated with profound judgement, and which had been totally neglected in the middle age, was gradually revived after the restoration of the sciences, and now was more psychologically and"
1804,afterlife,1598,0,How can we ever succeed in tidying up this life if half our minds are concentrated upon an unproven and most problematical
1805,alcove,1663,0,"Amaranths, and Eglantines, With intermingling Sweets have wove The particolour'd gay"
1806,algal,1846,0,"He refused his assent to the opinion that Lichens are of a dual nature, partly fungal, partly"
1807,alphabetically,1639,0,"We cannot but suspect that the phonetic portion of Hieroglyphics might be too familiarly known to be deemed worth describing; even as we, in speaking of a foreign language, should scarcely mention that it was written"
1808,ambience,1953,1,"Microphone placement in a room, distance from the sound source, and type of microphone, all determine the extent, nature and modification of the"
1809,amorous,1522,0,"Stored with no lesse variety of discourse To delight the Generous, then of serious advice to instruct the"
1810,answerable,1565,0,"Suche a number of bookes..whiche yet not answered, might seeme therfore to be let alone, for that thei were not"
1811,antebellum,1801,0,"The Democratic platform called for suppression of the rebellion and restoration of the Union, as it had been"
1812,antiseptic,1732,0,"In compound fractures there is an irregular wound, which..may therefore contain in its interstices the atmospheric germs which are the causes of decomposition, and these must be destroyed by the energetic application of the"
1813,apiece,1430,0,Sixe water pottes of stone..contaynynge two or thre fyrkins a pece [1611 King James
1814,arbitral,1609,0,The most significant event of the past year in the development of international arbitration has been the virtual establishment..of the New Court of
1815,ascension,1617,0,"To some, there is not a greater vexation, then to be advised by an inferiour. Directions are vnwelcome, that come to vs by"
1816,baboon,1592,0,"Morning finds us marching to the wall Under the direction of some goon Political, some uniformed"
1817,ballot,1603,0,So without any more ado those thirty whose lot it is to have the golden balls go into the Council and
1818,barbecue,1764,0,"A kid that had been cooked in a hole in the ground, with embers upon it... This is called a ‘barbacoa’—a"
1819,betterment,1594,0,A prudent Sire Who little careth what may crosse his childs desire But what may most auaile vnto his
1820,biosphere,1899,0,"Some geographers even bring in the layer of living matter to complete four parts of the physical globe—the lithosphere, hydrosphere, atmosphere and"
1821,blocking,1799,0,"For stiffening of crown, we would recommend ‘Rubber Paste’... Apply lightly with brush inside crown before"
1822,booking,1790,0,There is still a considerable fraction of the traveling public that makes multiple
1823,booking,1880,0,"The managers Dickson, of the Grand Opera-house and Park Theater, have but twenty-one vacant nights at their houses between September 6 and April 14, a thing unprecedented in the matter of amusement-"
1824,boxing,1869,0,"The lessees of the runs through which public roads run, or their employés, are at liberty to post flocks of sheep along the road wherever there is a little grass or a waterhole, often rendering it extremely difficult for the travellers to avoid ‘"
1825,burlesque,1870,0,There are numberless people..who are utterly unable to see any difference between the dancing of a ballet-girl and the caperings of a jigging
1826,buttress,1645,0,The stones of this wall were smaller than the larger masonry blocks of the Fortress II tower and
1827,camouflage,1915,0,Headquarters visited Amiens to visit French..GOC Brig and Div and Gen. Morland..methods of French confluage [ read
1828,camouflage,1945,1,The scene was characterized by elements of rural culture: one girl appeared in an American flag T-shirt; a couple of boys wore
1829,carotene,1861,0,"The author does not attempt to decide whether the crystals formed in this reaction are all xanthophyll or all carotin crystals, or whether these are identical or whether they consist in part of colouring matters nearly related to"
1830,casing,1928,0,Laying out the route of escape before consummating a robbery comes under
1831,catalysis,1836,0,"Many substances..possess the power of exercising upon compound bodies an influence essentially distinct from chemical affinity, an influence which consists in the production of a displacement, and a new arrangement of their elements, without their directly and necessarily participating in it... In defining it a new power..I shall designate it..the catalytic power of bodies; and the decomposition it produces I shall call"
1832,catcher,1564,0,"Holdyng the lappe of his goune abrode, as though he would catche something, and to wardes thesame lappe or spred goun doth falle..a churche. [ Margin ] A"
1833,catcher,1855,0,Brainard and Young getting their runs by stealing in on the pitcher and
1834,catcher,1967,1,"I ain't one of them muthafuckin' faggots. Sure, I have sex with men, but I'm the pitcher not the"
1835,catching,1600,0,"A well-behaved person endeavours to avoid, rather than provoke yawning, which is too often very"
1836,catholic,1567,0,"Jewel stated categorically that the Church of Rome by professing doctrines which had no basis whatever in early apostolic and patristic Christianity, could no longer claim to be a"
1837,catholic,1531,0,"The moste noble lady Catharine, quene of Englande, doughter of the Catholike king Ferdinande [Latin Ferdinandi regis"
1838,centrifuge,1823,0,"It would..shrink inward, if so it might itself remain the One, by recoiling from the One—& find a center by"
1839,cession,1641,0,"When an Ecclesiasticall person is created Bishop, or when a Parson of a Parsonage taketh another Benefice without dispensation or otherwise not qualified..their first Benefices are.. said to become void by"
1840,chairperson,1899,0,"A topic having to do with Mitch getting more power on the board of WiseWomanWorld , of which he is the chairman, oops,"
1841,changeable,1398,0,"One line of enquiry leads to the conclusion that God is changeless, another to the conviction that God must be"
1842,changeable,1612,0,"It was originally a white cat, but..it changed colour every time the house was painted, and at the time of its disappearance was yellow..with a"
1843,changeable,1645,0,"If men have excellencies, they should be humble, and fearing, not boasting and confident, especially when their excellencies are in the number of movables, and"
1844,chloroform,1838,0,"La formule..correspond à un chlorure d'hydrogène carboné, qui est l'équivalent de l'acide formique anhydre..C'est ce qui m'engage à la désigner sous le nom de"
1845,christen,1340,0,"There be thre maner of Baptismes..One in water..another in the Holy gost & fyre wherof Christ was institutoure, the third in his blod wherin the Children that Herod slewe were"
1846,cinder,1530,0,"Johnson: So many bellows have blown the fire, that one wonders he is not by this time become a"
1847,citrate,1788,0,The reverted phosphate..is largely soluble in a neutral solution of ammonium
1848,civility,1644,0,"An inforced uniformity of Religion throughout a Nation or civill state, confounds the Civill and Religious, denies the principles of Christianity and"
1849,clout,1550,0,"As sober as she seemth, fewe dayes come about But she will ones washe her face in an ale"
1850,coaching,1847,0,"[A young, inexperienced coxswain] can know nothing of the practical part of training a crew;..not so, however, the old oarsman: he knows what should and should not be done. He has submitted to"
1851,coaster,1898,0,"We English when we talk about the ‘Coast’ mean only the Gold Coast, whereas it actually includes Gambia, Sierra Leone and Nigeria. Those living there, however, are generally spoken of as ‘"
1852,cockroach,1756,0,Isopods are usually larger shrimp-like crustaceans found on rocks or beach litter on the coast: locally they are known as sea
1853,cocoon,1699,0,"To the artificial coverings..whether of silk, wood, or earth, etc...which have been called by different writers pods, cods, husks, and beans, I shall continue the more definite French term cocon, Anglicized into"
1854,comical,1475,0,"As to the Plot, they deny it to be Tragical, because its Catastrophe is a Wedding, which hath ever been accounted"
1855,comical,1589,0,There is the character dancer who may specialise in the miming of comic rôles or in villainous miming (usually also
1856,consumerism,1915,0,Some of the oldest and most successful consumer enterprises grew independently of the rural impulse that in recent years has been most active in spreading the idea of
1857,cooling,1790,0,The location of a room is one of the determining factors—whether shaded..or light and sunny on the south calling for dainty and
1858,corporal,1579,0,"The word Caporall, which is a meere Italian, and also vsed by the French, we corruptly do both write and pronounce"
1859,cove,1768,0,"Tis mine to rove Through bare grey dell, high wood, and pastoral"
1860,craze,1825,0,"The glaze is every way better,..and scarcely ever liable to"
1861,craze,1825,0,English tile makers tended to use a glaze..less likely to
1862,crowdfunding,2007,1,"The traditional route to market for some entrepreneurs is being turned into a two-way street, thanks to the new trend of"
1863,crowned,1450,0,"It was ordeyned, that their yearely festiuity should be celebrated vpon this day, togeather with the former fiue, vnder the Name of the foure"
1864,damnation,1350,0,"If you do go to this confession, without the mind being pure, and you confess all your sins before God and your confessor, you had better stay away, for this impurity also is"
1865,damping,1870,0,The vibrations of a tuning fork properly constructed and mounted are subject to very little
1866,daze,1386,0,"Whose more than Eagle-eyes Can..gaze On glittring beames of Honour, and not"
1867,debugging,1931,1,"He instanced what had been done in rehousing people in Kennington, and said that some 98 per cent. of the removals required ‘"
1868,decompression,1905,0,The incidence of ‘divers' bends’ may also be reduced appreciably by using a mixture of helium and oxygen to replace the air in the pressure chamber used in
1869,deconstruction,1973,1,"To locate the promising marginal text, to disclose the undecidable moment, to pry it loose with the positive lever of the signifier; to reverse the resident hierarchy, only to displace it; to dismantle in order to reconstitute what is always already inscribed."
1870,defamation,1529,0,"If any dare so much as point at you with their fingers, or call you Cuckold as formerly they did, if they doe, then have you civil Law on your side to punish them there, and an action at the Common law for"
1871,defamation,1529,0,"These honourable Doctors and Sheriffs instigated Mr Watson, the Procurator Fiscal to the Justices, to raise against me a prosecution for blasphemy and"
1872,degeneracy,1925,0,Taking the case of a hydrogen atom..we arrive at the well-known expression for the energy... This last equation corresponds to (3) above and the system is thus seen to possess a one-fold
1873,dent,1325,0,"Plates yrent, Shew'd all his bodie bare vnto the cruell"
1874,devolution,1885,0,You probably come to me thinking that Canadian and American experience may help to solve the Irish question. There is hardly any thing to be learnt from such experience in favour of what Mr. Gladstone speaks of as ‘
1875,devolution,1655,0,"But sometimes the Coefficients of the Inferiour degrees, especially where they be many or great, may so far influence the higher punctations, as that the first, (nor perhaps the second, or third) may not afford a Figure for the Root;..which they call a case of"
1876,dictation,1648,0,"The drift of my Invention for Teaching is, That all Things Necessary to be known may be instilled into Learners without..the ill Custome of"
1877,digging,1843,0,"She won't be taken with a cold chill, when she realises what is being done in these"
1878,diphtheria,1863,0,I have also seen chickens and pigeons which had been inoculated with diphtheritic membrane from a child's throat attacked with a disease which in all respects resemble what I regard as natural fowl
1879,diphtheria,1863,0,"The morbid anatomy is of false membrane formation... The false membrane has a croupous, diphtheritic nature and I suggest that we refer to the disease as ‘Guttural Pouch"
1880,diploid,1908,0,"In plants, where haploidy has been more commonly observed as an abnormality than in animals, the haploid individuals can generally be characterized as being smaller than their"
1881,discernment,1614,0,"To render our Sight perfect, and to remove all Impediments which might obstruct its Vision or any ways hinder its clear"
1882,disclaimer,1623,0,"In Chancery, if a Defendant by his Answer Disclaim the having any interest in the thing in question, this is also called a"
1883,disconcerting,1761,0,"Is there any impropriety in asking, who those many receivers are to whom the part I bore in the service was so extremely disagreeable, and"
1884,discordant,1932,1,"Generally speaking, the partners are concordant when their genotype is the same, as in identical twins, but when their genotype may be different, as in fraternal twins, the partners are more often"
1885,doubling,1743,0,"They..use their next small Wort instead of the first Water for brewing Ale or more Strong Beer from fresh Malt, which they call"
1886,down,1382,0,"Stems reddish brown, rather densely covered with whitish"
1887,down,1819,0,"Take my advice and take the watchhouse for it, and come up town and be fined five bob, like a brick, to take the"
1888,dreaming,1932,1,"‘We don't like to bury our people in town,’ Eddie tells me... ‘Especially the old ones. We bring them out here. To their land. To their"
1889,dryness,1910,0,The platform..ordered the drys to stop measuring candidates for Congress..by their degrees of
1890,earthy,1805,0,"But Lady Betty Bloom assures me she has discovered a new earth, very pretty and white..! What a charming woman! it is a pity she never washes her"
1891,earthy,1429,0,"Frequently her verse takes on the accents of that most ancient of demi-urges, the Mother-goddess, older than morality, unearthly, yet of the earth"
1892,ecologically,1897,0,"Broadly speaking, the order Portulaceae is an American order, and is interesting to the botanist morphologically, as well as"
1893,effectually,1533,0,"Resonating this optimism is the Confession's failure to consider damnation or the ineffectual calling as a likely prospect, directing its attention instead to those who are"
1894,effectually,1418,0,"God, the Fountain of all spiritual Strength and living Mercies, who must teach our Hearts to pray if ever we pray"
1895,egoism,1840,0,He is deprived of every shadow of a plea to impute fanaticism or any form of
1896,elution,1617,0,Experiments dealing with the inactivation of enzymes on adsorption and their reactivation by
1897,empiricist,1832,0,Is one to infer that the American scientist has an antipathy to reflection about the grounds and import of natural objects..? Is he first and last an
1898,empiricist,1867,0,[Einstein] still expected to approach the major questions of physics by observation and experiment... As a natural scientist he was a pure
1899,endgame,1749,0,"Openings are important, but he studies all phases of the game, training in tactics, solving studies, and, of course, working on the"
1900,endoscopic,1923,0,"It has been shown that in Archegoniate Plants there are two opposite types of orientation of this spindle as regards the nursing organ or archegonium, viz. the exoscopic and the"
1901,entreat,1590,0,"A thick Arber..In which she often vsd from open heat Her selfe to shroud, and pleasures to"
1902,ethereal,1590,0,Marchion thought Christes body a phantasticall one... The other [ sc. Manichaeus] as fanatically imagined his body to be aiery and
1903,ethereal,1651,0,"All the substances in nature..may be considered either as solid, fluid, aëriform, or"
1904,eviction,1461,0,"The Title of the Foundation thereof, with the lands thereunto belonging, were..subject to"
1905,eviction,1502,0,"A lot of private tenants..are too scared to complain about terrible conditions, for fear of"
1906,eviction,1599,0,"The Principles of the Prince, clashing with the Constitution in Church and State, are a Cause of"
1907,evocation,1646,0,"We could be content with Plato, that knowledge were but Remembrance; that Intellectual acquisition were but Reminiscentiall"
1908,exciton,1936,1,"Just as the positive hole can be pictured as a collectivized positron, the excited state can be pictured as a kind of particle which we shall call a (collectivized)"
1909,executioner,1578,0,"When nature will govern and punish for us, it is a very miserable ambition to wish to..draw upon ourselves the odium of"
1910,expectant,1588,0,Improper expectation..is such..raised not by the common occurrences of life but by the wants of the
1911,extrude,1570,0,"Others, that all is possible, conclude, To true-styl'd Gods: but, Bacchus they"
1912,fatherland,1680,0,Its [ sc. Tübingen's] famous University..more identified with the spiritual..development of Germany than any other single institution in the
1913,ferric,1789,0,"Bodies can combine in different degrees of intimacy of combination, and in different proportions: such as iron, which is combined much more intimately with the quantity of oxigen, which renders it oxidum ferrosum, than with that which converts the ferreous into the"
1914,ferrite,1875,0,In the Stoddard Mountain area and parts of the other areas the biotite is almost entirely decomposed to
1915,ferrite,1888,0,"Martensite, in essence, is a supersaturated solid solution of carbon in alpha"
1916,figured,1488,0,"Among friends and in the politics of a larger world, safe criticism required an obliqueness that was available through indirect,"
1917,finder,1588,0,"Vnto which Leager it shalbe necessary to ordein or make a calender, otherwise called a Repertory or a"
1918,fired,1807,0,"The paste intended for making the bricks of a glass-house furnace, is prepared by mixing crude with"
1919,fisher,1400,0,"Every person, selling or offering for sale fresh fish at the Fish Market..shall pay to the Clerk thereof a weekly rent of thirty-seven and an half cents for the use of a"
1920,fixing,1820,0,"Said my opposite neighbour, handing me a dish of potatoes..‘will you try some of these"
1921,fixing,1820,0,"She was undeniably an eyeful, being slim, svelte and bountifully equipped with golden hair and all the"
1922,flake,1760,0,Flaky-spar ..the local name given to this spar is very likely due to the manner in which its beautiful rhomboidal prisms sever or
1923,flutter,1910,0,The rapid contraction of the diaphragm (up to 100/min or more) known as diaphragmatic tic may be a feature of encephalitis but more commonly is a hysterical phenomenon... When the rate is faster the term diaphragmatic
1924,flutter,1741,0,"I will treat you with a Letter, but it must be but a short one being as usual like the french prints, all of a"
1925,foil,1591,0,"His toil He took, lest that the English state might"
1926,foil,1380,0,"Ranc'rous enemies, that hourely toil Thy humble votarie with loathsome spot to"
1927,footman,1382,0,"The Ferry-keeper will demand Six-pence of every Horseman, and Two-pence of every"
1928,franchisee,1956,1,Opposer adopted the word slim for vitamin-fortified skim milk in 1949 and by use of franchises extended the sale of its products to 40 dairies in 21 states. Mark is normally used in conjunction with the primary mark of the
1929,fructose,1857,0,Certain bacteria can use sucrose as a substrate for this process without first hydrolysing it to glucose and
1930,functionalist,1930,0,Describing structures independently of the multiple adaptive contexts that constrain both their use and their evolution is a luxury not available to
1931,fundamentalism,1842,0,"Neoevangelicals, such as Billy Graham, accept the basic tenets of conservative Protestantism but reject the extreme anti-intellectualism and sectarianism of"
1932,fused,1906,0,"What they are not agreed about is whether it is also correct to..write ‘the Bill getting a second reading surprised everyone’. If that is a legitimate grammatical construction, the subject of the sentence, which cannot be Bill by itself, or getting by itself, must be a fusion of the two. Hence the name ‘"
1933,gall,1175,0,"His Plenty..shall Be Hony, tasted, but digested,"
1934,gall,1175,0,"I shall omit the Consideration of the particular Reasons of these Differences, because I would not dip my pen in"
1935,gall,1500,0,"I warand you..That he shall soyn yelde the gast, For brestyn is his"
1936,garland,1513,0,"When war beginneth in England, in ten daies or lesse the one or the other getteth the"
