model,kind_model,target,technical,neighbor,flag_kind,neighbor_year,dating,target_len,brown_freq,rank
talkie-base,restricted,profit,False,profitt,ORTHOGRAPHIC,,,6,28,1
talkie-base,restricted,profit,False,proffit,ORTHOGRAPHIC,,,6,28,1
talkie-base,restricted,profit,False,proflt,ORTHOGRAPHIC,,,6,28,1
talkie-base,restricted,proof,False,proofe,ORTHOGRAPHIC,,,5,40,3
talkie-base,restricted,proof,False,proofes,ORTHOGRAPHIC,,,5,40,3
talkie-base,restricted,proof,False,proofe,ORTHOGRAPHIC,,,5,40,2
talkie-base,restricted,proof,False,proot,ORTHOGRAPHIC,,,5,40,1
talkie-base,restricted,proof,False,proot,ORTHOGRAPHIC,,,5,40,1
talkie-base,restricted,proof,False,jiroof,DERIVATIONAL,,undated,5,40,1
talkie-base,restricted,proof,False,proofe,ORTHOGRAPHIC,,,5,40,5
talkie-base,restricted,purchase,False,purchace,ORTHOGRAPHIC,,,8,47,1
talkie-base,restricted,pursue,False,pursu,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,pursue,False,purſues,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,pursue,False,pursués,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,pursue,False,purfues,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,pursue,False,pursuess,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,pursue,False,persues,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,pursue,False,pursucs,ORTHOGRAPHIC,,,6,20,3
talkie-base,restricted,quarter,False,quaiter,ORTHOGRAPHIC,,,7,34,1
talkie-base,restricted,quarter,False,quartei,ORTHOGRAPHIC,,,7,34,1
talkie-base,restricted,quarter,False,quarterings,ORTHOGRAPHIC,,,7,34,6
talkie-base,restricted,quarter,False,quarterings,ORTHOGRAPHIC,,,7,34,-1
talkie-base,restricted,quarter,False,quaiter,ORTHOGRAPHIC,,,7,34,1
talkie-base,restricted,quick,False,quicke,ORTHOGRAPHIC,,,5,68,1
talkie-base,restricted,quick,False,quicke,ORTHOGRAPHIC,,,5,68,15
talkie-base,restricted,race,False,raoe,ORTHOGRAPHIC,,,4,103,1
talkie-base,restricted,race,False,rac,ORTHOGRAPHIC,,,4,103,1
talkie-base,restricted,race,False,raee,ORTHOGRAPHIC,,,4,103,1
talkie-base,restricted,race,False,raco,ORTHOGRAPHIC,,,4,103,1
talkie-base,restricted,race,False,racel,ORTHOGRAPHIC,,,4,103,1
talkie-base,restricted,race,False,racc,ORTHOGRAPHIC,,,4,103,1
talkie-base,restricted,race,False,eace,DERIVATIONAL,,undated,4,103,1
talkie-base,restricted,race,False,kace,DERIVATIONAL,,undated,4,103,1
talkie-base,restricted,radical,False,radicall,ORTHOGRAPHIC,,,7,30,3
talkie-base,restricted,radical,False,radikal,ORTHOGRAPHIC,,,7,30,3
talkie-base,restricted,ray,False,rayes,ORTHOGRAPHIC,,,3,19,6
talkie-base,restricted,ray,False,rayes,ORTHOGRAPHIC,,,3,19,8
talkie-base,restricted,ray,False,rayes,ORTHOGRAPHIC,,,3,19,54
talkie-base,restricted,ray,False,rayes,ORTHOGRAPHIC,,,3,19,4
talkie-base,restricted,ray,False,rdy,ORTHOGRAPHIC,,,3,19,1
talkie-base,restricted,ray,False,rav,ORTHOGRAPHIC,,,3,19,1
talkie-base,restricted,regard,False,regarde,ORTHOGRAPHIC,,,6,89,1
talkie-base,restricted,regard,False,regaid,ORTHOGRAPHIC,,,6,89,1
talkie-base,restricted,regard,False,regai,ORTHOGRAPHIC,,,6,89,1
talkie-base,restricted,regard,False,regaird,ORTHOGRAPHIC,,,6,89,1
talkie-base,restricted,regard,False,legard,DERIVATIONAL,,undated,6,89,1
talkie-base,restricted,regard,False,regaxd,ORTHOGRAPHIC,,,6,89,1
talkie-base,restricted,relief,False,relicf,ORTHOGRAPHIC,,,6,66,1
talkie-base,restricted,relief,False,reliefe,ORTHOGRAPHIC,,,6,66,1
talkie-base,restricted,relief,False,relefs,ORTHOGRAPHIC,,,6,66,9
talkie-base,restricted,relief,False,relef,ORTHOGRAPHIC,,,6,66,9
talkie-base,restricted,relief,False,reliefe,ORTHOGRAPHIC,,,6,66,15
talkie-base,restricted,resident,False,besident,DERIVATIONAL,,undated,8,13,1
talkie-base,restricted,resident,False,eesident,DERIVATIONAL,,undated,8,13,1
talkie-base,restricted,resident,False,kesident,DERIVATIONAL,,undated,8,13,1
talkie-base,restricted,rest,False,reste,ORTHOGRAPHIC,,,4,163,2
talkie-base,restricted,rest,False,resten,ORTHOGRAPHIC,,,4,163,2
talkie-base,restricted,rest,False,restel,ORTHOGRAPHIC,,,4,163,2
talkie-base,restricted,rest,False,restyn,ORTHOGRAPHIC,,,4,163,2
talkie-base,restricted,rest,False,restey,ORTHOGRAPHIC,,,4,163,2
talkie-base,restricted,rest,False,reeste,ORTHOGRAPHIC,,,4,163,2
talkie-base,restricted,rest,False,reſt,ORTHOGRAPHIC,,,4,163,4
talkie-base,restricted,rest,False,reft,ORTHOGRAPHIC,,,4,163,4
talkie-base,restricted,rest,False,reste,ORTHOGRAPHIC,,,4,163,14
talkie-base,restricted,rest,False,reste,ORTHOGRAPHIC,,,4,163,10
talkie-base,restricted,retain,False,retaine,ORTHOGRAPHIC,,,6,11,9
talkie-base,restricted,retain,False,retayne,ORTHOGRAPHIC,,,6,11,9
talkie-base,restricted,revolution,False,eevolution,DERIVATIONAL,,undated,10,70,1
talkie-base,restricted,ride,False,ryde,ORTHOGRAPHIC,,,4,49,1
talkie-base,restricted,ride,False,riſe,ORTHOGRAPHIC,,,4,49,2
talkie-base,restricted,ring,False,ringe,ORTHOGRAPHIC,,,4,47,1
talkie-base,restricted,ring,False,ringin,ORTHOGRAPHIC,,,4,47,2
talkie-base,restricted,ring,False,rying,ORTHOGRAPHIC,,,4,47,2
talkie-base,restricted,rise,False,risings,INFLECTION,,,4,102,12
talkie-base,restricted,rise,False,riſe,ORTHOGRAPHIC,,,4,102,3
talkie-base,restricted,rise,False,ris,ORTHOGRAPHIC,,,4,102,2
talkie-base,restricted,rise,False,riſe,ORTHOGRAPHIC,,,4,102,3
talkie-base,restricted,rise,False,risej,ORTHOGRAPHIC,,,4,102,1
talkie-base,restricted,rise,False,riae,ORTHOGRAPHIC,,,4,102,1
talkie-base,restricted,row,False,kow,DERIVATIONAL,,undated,3,35,1
talkie-base,restricted,row,False,eow,DERIVATIONAL,,undated,3,35,1
talkie-base,restricted,row,False,eow,DERIVATIONAL,,undated,3,35,1
talkie-base,restricted,row,False,kow,DERIVATIONAL,,undated,3,35,1
talkie-base,restricted,row,False,rew,ORTHOGRAPHIC,,,3,35,1
talkie-base,restricted,salt,False,sait,ORTHOGRAPHIC,,,4,46,1
talkie-base,restricted,salt,False,saulte,ORTHOGRAPHIC,,,4,46,1
talkie-base,restricted,score,False,skore,ORTHOGRAPHIC,,,5,66,6
talkie-base,restricted,season,False,seafon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,seaſon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,seafon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,seaſon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,seaaon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,seafon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,seaſon,ORTHOGRAPHIC,,,6,105,1
talkie-base,restricted,season,False,ſeaſon,ORTHOGRAPHIC,,,6,105,-1
talkie-base,restricted,season,False,seson,ORTHOGRAPHIC,,,6,105,2
talkie-base,restricted,season,False,seasoun,ORTHOGRAPHIC,,,6,105,2
talkie-base,restricted,season,False,seasone,ORTHOGRAPHIC,,,6,105,2
talkie-base,restricted,servant,False,seruants,ORTHOGRAPHIC,,,7,19,2
talkie-base,restricted,servant,False,servantes,ORTHOGRAPHIC,,,7,19,2
talkie-base,restricted,servant,False,servents,ORTHOGRAPHIC,,,7,19,2
talkie-base,restricted,servant,False,servaunts,ORTHOGRAPHIC,,,7,19,2
talkie-base,restricted,servant,False,servanta,ORTHOGRAPHIC,,,7,19,2
talkie-base,restricted,servant,False,servante,ORTHOGRAPHIC,,,7,19,2
talkie-base,restricted,servant,False,servent,ORTHOGRAPHIC,,,7,19,1
talkie-base,restricted,sheet,False,sheetes,ORTHOGRAPHIC,,,5,45,14
talkie-base,restricted,sheet,False,sheete,ORTHOGRAPHIC,,,5,45,14
talkie-base,restricted,sheet,False,shcets,ORTHOGRAPHIC,,,5,45,14
talkie-base,restricted,sheet,False,shects,ORTHOGRAPHIC,,,5,45,14
talkie-base,restricted,sheet,False,sheete,ORTHOGRAPHIC,,,5,45,2
talkie-base,restricted,sheet,False,sheetc,ORTHOGRAPHIC,,,5,45,2
talkie-base,restricted,sheet,False,cheete,DERIVATIONAL,,undated,5,45,2
talkie-base,restricted,sheet,False,shecte,ORTHOGRAPHIC,,,5,45,2
talkie-base,restricted,sheet,False,sheeto,ORTHOGRAPHIC,,,5,45,2
talkie-base,restricted,sheet,False,shcet,ORTHOGRAPHIC,,,5,45,2
talkie-base,restricted,shoot,False,ſhoot,ORTHOGRAPHIC,,,5,27,1
talkie-base,restricted,shoot,False,fhoot,DERIVATIONAL,,undated,5,27,1
talkie-base,restricted,shoot,False,ihoot,DERIVATIONAL,,undated,5,27,1
talkie-base,restricted,shoot,False,slioot,ORTHOGRAPHIC,,,5,27,1
talkie-base,restricted,shoot,False,thoot,DERIVATIONAL,,undated,5,27,1
talkie-base,restricted,shoot,False,shooty,ORTHOGRAPHIC,,,5,27,1
talkie-base,restricted,shoot,False,ſhoot,ORTHOGRAPHIC,,,5,27,4
talkie-base,restricted,shoot,False,fhoot,DERIVATIONAL,,undated,5,27,4
talkie-base,restricted,shoot,False,shotte,ORTHOGRAPHIC,,,5,27,25
talkie-base,restricted,shoot,False,shoote,ORTHOGRAPHIC,,,5,27,25
talkie-base,restricted,shop,False,shopps,ORTHOGRAPHIC,,,4,63,2
talkie-base,restricted,shop,False,shoppe,ORTHOGRAPHIC,,,4,63,1
talkie-base,restricted,shop,False,shopp,ORTHOGRAPHIC,,,4,63,1
talkie-base,restricted,sight,False,sighte,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,syght,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,siht,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,ſight,ORTHOGRAPHIC,,,5,83,74
talkie-base,restricted,sight,False,sightin,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,sightl,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,siglit,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,syght,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,siglit,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,ſight,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,siglit,ORTHOGRAPHIC,,,5,83,1
talkie-base,restricted,sight,False,ſight,ORTHOGRAPHIC,,,5,83,5
talkie-base,restricted,sight,False,sightes,ORTHOGRAPHIC,,,5,83,4
talkie-base,restricted,sky,False,skí,ORTHOGRAPHIC,,,3,58,3
talkie-base,restricted,sky,False,skī,ORTHOGRAPHIC,,,3,58,3
talkie-base,restricted,sky,False,skv,ORTHOGRAPHIC,,,3,58,1
talkie-base,restricted,soft,False,softe,ORTHOGRAPHIC,,,4,61,23
talkie-base,restricted,soft,False,softe,ORTHOGRAPHIC,,,4,61,67
talkie-base,restricted,soft,False,softe,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,foft,DERIVATIONAL,,undated,4,61,1
talkie-base,restricted,soft,False,soit,ORTHOGRAPHIC,1889,,4,61,1
talkie-base,restricted,soft,False,sof,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,sofl,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,solt,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,solt,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,soff,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,soit,ORTHOGRAPHIC,1889,,4,61,1
talkie-base,restricted,soft,False,sott,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,sof,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soft,False,seft,ORTHOGRAPHIC,,,4,61,1
talkie-base,restricted,soil,False,soib,ORTHOGRAPHIC,,,4,54,7
talkie-base,restricted,sound,False,sounde,ORTHOGRAPHIC,,,5,204,1
talkie-base,restricted,sound,False,sounde,ORTHOGRAPHIC,,,5,204,5
talkie-base,restricted,sound,False,soundeth,ORTHOGRAPHIC,,,5,204,5
talkie-base,restricted,southern,False,southron,ORTHOGRAPHIC,,,8,137,1
talkie-base,restricted,spot,False,spotst,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spotsf,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spotsl,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spoto,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spotsp,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spoti,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spotts,ORTHOGRAPHIC,,,4,57,2
talkie-base,restricted,spot,False,spott,ORTHOGRAPHIC,,,4,57,1
talkie-base,restricted,spot,False,spottie,ORTHOGRAPHIC,,,4,57,26
talkie-base,restricted,steel,False,stel,ORTHOGRAPHIC,,,5,45,1
talkie-base,restricted,steel,False,stcel,ORTHOGRAPHIC,,,5,45,1
talkie-base,restricted,steel,False,sleel,ORTHOGRAPHIC,,,5,45,1
talkie-base,restricted,storage,False,storages,ORTHOGRAPHIC,,,7,41,1
talkie-base,restricted,strange,False,straunge,ORTHOGRAPHIC,,,7,84,3
talkie-base,restricted,struggle,False,strugele,ORTHOGRAPHIC,,,8,62,1
talkie-base,restricted,struggle,False,struggie,ORTHOGRAPHIC,,,8,62,1
talkie-base,restricted,submit,False,submitt,ORTHOGRAPHIC,,,6,18,3
talkie-base,restricted,superior,False,superiours,ORTHOGRAPHIC,,,8,46,8
talkie-base,restricted,thin,False,thinne,ORTHOGRAPHIC,,,4,92,1
talkie-base,restricted,tooth,False,tooths,ORTHOGRAPHIC,,,5,20,1
talkie-base,restricted,tooth,False,toothe,ORTHOGRAPHIC,,,5,20,1
talkie-base,restricted,tooth,False,toothi,ORTHOGRAPHIC,,,5,20,1
talkie-base,restricted,tooth,False,toothj,ORTHOGRAPHIC,,,5,20,1
talkie-base,restricted,train,False,trayne,ORTHOGRAPHIC,,,5,82,42
talkie-base,restricted,train,False,traine,ORTHOGRAPHIC,,,5,82,42
talkie-base,restricted,train,False,tain,ORTHOGRAPHIC,,,5,82,1
talkie-base,restricted,train,False,traine,ORTHOGRAPHIC,,,5,82,1
talkie-base,restricted,train,False,trayn,ORTHOGRAPHIC,,,5,82,1
talkie-base,restricted,trust,False,truste,ORTHOGRAPHIC,,,5,52,1
talkie-base,restricted,trust,False,truste,ORTHOGRAPHIC,,,5,52,3
talkie-base,restricted,unknown,False,unkno,ORTHOGRAPHIC,,,7,47,1
talkie-base,restricted,unknown,False,unknow,ORTHOGRAPHIC,,,7,47,1
talkie-base,restricted,unknown,False,unknowa,ORTHOGRAPHIC,,,7,47,1
talkie-base,restricted,unknown,False,unknownt,ORTHOGRAPHIC,,,7,47,1
talkie-base,restricted,unknown,False,unknowu,ORTHOGRAPHIC,,,7,47,1
talkie-base,restricted,unknown,False,imknown,DERIVATIONAL,,undated,7,47,1
talkie-base,restricted,unknown,False,nnknown,DERIVATIONAL,,undated,7,47,1
talkie-base,restricted,unknown,False,unknoivn,ORTHOGRAPHIC,,,7,47,1
talkie-base,restricted,vehicle,False,vehiculum,DERIVATIONAL,,undated,7,35,1
talkie-base,restricted,virtue,False,yirtue,DERIVATIONAL,,undated,6,30,1
talkie-base,restricted,visual,False,visuels,ORTHOGRAPHIC,,,6,40,-1
talkie-base,restricted,vote,False,vot,ORTHOGRAPHIC,,,4,75,1
talkie-base,restricted,warm,False,warme,ORTHOGRAPHIC,,,4,67,3
talkie-base,restricted,warm,False,werm,ORTHOGRAPHIC,,,4,67,3
talkie-base,restricted,wealth,False,wealths,ORTHOGRAPHIC,,,6,22,1
talkie-base,restricted,wealth,False,wealthe,ORTHOGRAPHIC,,,6,22,1
talkie-base,restricted,weapon,False,wepon,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,weapon,False,wepon,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,weapon,False,weapone,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,weapon,False,weap,ORTHOGRAPHIC,,,6,42,1
talkie-base,restricted,wild,False,wyld,ORTHOGRAPHIC,,,4,56,1
talkie-base,restricted,wild,False,wyld,ORTHOGRAPHIC,,,4,56,2
talkie-base,restricted,wild,False,wildc,ORTHOGRAPHIC,,,4,56,2
talkie-base,restricted,wild,False,wildes,ORTHOGRAPHIC,,,4,56,2
talkie-base,restricted,wine,False,wiue,ORTHOGRAPHIC,,,4,72,1
talkie-base,restricted,wine,False,winc,ORTHOGRAPHIC,,,4,72,1
talkie-base,restricted,wish,False,wifh,ORTHOGRAPHIC,,,4,110,1
talkie-base,restricted,wish,False,wiſh,ORTHOGRAPHIC,,,4,110,1
talkie-base,restricted,wish,False,wishc,ORTHOGRAPHIC,,,4,110,1
talkie-base,restricted,wish,False,wysh,ORTHOGRAPHIC,,,4,110,1
talkie-base,restricted,zero,False,sero,DERIVATIONAL,,undated,4,24,1
talkie-base,restricted,zero,False,sero,DERIVATIONAL,,undated,4,24,1
talkie-base,restricted,zero,False,zéro,ORTHOGRAPHIC,,,4,24,1
talkie-base,restricted,abstract,False,abſtract,ORTHOGRAPHIC,,,8,34,1
talkie-base,restricted,abstract,False,abftract,ORTHOGRAPHIC,,,8,34,1
talkie-base,restricted,abstract,False,abstra,ORTHOGRAPHIC,,,8,34,1
talkie-base,restricted,abstract,False,abstraet,ORTHOGRAPHIC,,,8,34,1
talkie-base,restricted,abstract,False,abstrac,ORTHOGRAPHIC,,,8,34,1
talkie-base,restricted,abstract,False,abstra,ORTHOGRAPHIC,,,8,34,1
talkie-base,restricted,acceptance,False,acceptations,INFLECTION,,,10,49,1
talkie-base,restricted,acceptance,False,acceptaunce,ORTHOGRAPHIC,,,10,49,1
talkie-base,restricted,accident,False,accidens,ORTHOGRAPHIC,,,8,33,1
talkie-base,restricted,acute,False,acuta,ORTHOGRAPHIC,,,5,13,1
talkie-base,restricted,acute,False,acnte,ORTHOGRAPHIC,,,5,13,1
talkie-base,restricted,acute,False,acut,ORTHOGRAPHIC,,,5,13,1
talkie-base,restricted,alcohol,False,alcool,ORTHOGRAPHIC,,,7,13,3
talkie-base,restricted,alcohol,False,alcahol,ORTHOGRAPHIC,,,7,13,3
talkie-base,restricted,alive,False,aliye,ORTHOGRAPHIC,,,5,57,1
talkie-base,restricted,aside,False,asid,ORTHOGRAPHIC,,,5,67,1
talkie-base,restricted,aside,False,asidé,ORTHOGRAPHIC,,,5,67,1
talkie-base,restricted,atom,False,atomes,ORTHOGRAPHIC,,,4,37,14
talkie-base,restricted,axis,False,axzs,ORTHOGRAPHIC,,,4,38,1
talkie-base,restricted,bag,False,pag,DERIVATIONAL,,undated,3,42,1
talkie-base,restricted,beam,False,heam,DERIVATIONAL,,undated,4,21,1
talkie-base,restricted,beside,False,beſide,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,beside,False,belide,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,beside,False,befide,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,beside,False,beſide,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,beside,False,befide,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,beside,False,beſides,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,beside,False,befides,ORTHOGRAPHIC,,,6,78,1
talkie-base,restricted,camera,False,camer,ORTHOGRAPHIC,,,6,36,1
talkie-base,restricted,centre,False,centred,ORTHOGRAPHIC,,,6,2,-1
talkie-base,restricted,chamber,False,chambre,ORTHOGRAPHIC,,,7,46,1
talkie-base,restricted,chamber,False,chaumber,ORTHOGRAPHIC,,,7,46,1
talkie-base,restricted,chamber,False,chambre,ORTHOGRAPHIC,,,7,46,1
talkie-base,restricted,chamber,False,chaumber,ORTHOGRAPHIC,,,7,46,1
talkie-base,restricted,chamber,False,chambere,ORTHOGRAPHIC,,,7,46,1
talkie-base,restricted,chamber,False,chamiel,ORTHOGRAPHIC,,,7,46,2
talkie-base,restricted,chamber,False,chambera,ORTHOGRAPHIC,,,7,46,3
talkie-base,restricted,chamber,False,chamher,ORTHOGRAPHIC,,,7,46,2
talkie-base,restricted,chamber,False,chamhers,ORTHOGRAPHIC,,,7,46,2
talkie-base,restricted,classical,False,claſſical,ORTHOGRAPHIC,,,9,33,1
talkie-base,restricted,classical,False,claffical,ORTHOGRAPHIC,,,9,33,1
talkie-base,restricted,clause,False,clau,ORTHOGRAPHIC,,,6,9,2
talkie-base,restricted,clause,False,clauces,ORTHOGRAPHIC,,,6,9,2
talkie-base,restricted,clause,False,clawses,ORTHOGRAPHIC,,,6,9,2
talkie-base,restricted,clause,False,clanses,ORTHOGRAPHIC,,,6,9,2
talkie-base,restricted,clause,False,clanse,ORTHOGRAPHIC,,,6,9,2
talkie-base,restricted,clause,False,clawse,ORTHOGRAPHIC,,,6,9,2
talkie-base,restricted,clean,False,cleane,ORTHOGRAPHIC,,,5,69,13
talkie-base,restricted,clean,False,cleare,ORTHOGRAPHIC,,,5,69,13
talkie-base,restricted,clear,False,cleare,ORTHOGRAPHIC,,,5,219,23
talkie-base,restricted,clear,False,cleere,ORTHOGRAPHIC,,,5,219,23
talkie-base,restricted,clear,False,cleare,ORTHOGRAPHIC,,,5,219,85
talkie-base,restricted,climate,False,clymate,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,climate,False,climat,ORTHOGRAPHIC,,,7,26,1
talkie-base,restricted,climate,False,climats,ORTHOGRAPHIC,,,7,26,2
talkie-base,restricted,climate,False,climat,ORTHOGRAPHIC,,,7,26,2
talkie-base,restricted,climate,False,climata,ORTHOGRAPHIC,,,7,26,2
talkie-base,restricted,climate,False,clima,ORTHOGRAPHIC,,,7,26,2
talkie-base,restricted,cloud,False,clond,ORTHOGRAPHIC,,,5,28,1
talkie-base,restricted,cloud,False,cload,ORTHOGRAPHIC,,,5,28,1
talkie-base,restricted,cloud,False,gloud,DERIVATIONAL,,undated,5,28,1
talkie-base,restricted,club,False,clubbe,ORTHOGRAPHIC,,,4,145,1
talkie-base,restricted,club,False,clnb,ORTHOGRAPHIC,,,4,145,1
talkie-base,restricted,club,False,clubb,ORTHOGRAPHIC,,,4,145,1
talkie-base,restricted,club,False,clubbs,ORTHOGRAPHIC,,,4,145,31
talkie-base,restricted,club,False,clubb,ORTHOGRAPHIC,,,4,145,4
talkie-base,restricted,club,False,clnb,ORTHOGRAPHIC,,,4,145,1
talkie-base,restricted,club,False,cluh,ORTHOGRAPHIC,,,4,145,1
talkie-base,restricted,club,False,olub,DERIVATIONAL,,undated,4,145,1
talkie-base,restricted,club,False,clab,ORTHOGRAPHIC,,,4,145,1
talkie-base,restricted,coast,False,coaft,ORTHOGRAPHIC,,,5,61,3
talkie-base,restricted,coast,False,coaſt,ORTHOGRAPHIC,,,5,61,3
talkie-base,restricted,coast,False,coaſts,ORTHOGRAPHIC,,,5,61,3
talkie-base,restricted,coast,False,coafts,ORTHOGRAPHIC,,,5,61,3
talkie-base,restricted,coast,False,coastes,ORTHOGRAPHIC,,,5,61,-1
talkie-base,restricted,colony,False,colonie,ORTHOGRAPHIC,,,6,28,1
talkie-base,restricted,committee,False,committce,ORTHOGRAPHIC,,,9,168,1
talkie-base,restricted,committee,False,comittee,ORTHOGRAPHIC,,,9,168,1
talkie-base,restricted,dance,False,daunce,ORTHOGRAPHIC,,,5,90,1
talkie-base,restricted,defend,False,defende,ORTHOGRAPHIC,,,6,21,5
talkie-base,restricted,delivery,False,dehvery,ORTHOGRAPHIC,,,8,19,1
talkie-base,restricted,delivery,False,deliveiy,ORTHOGRAPHIC,,,8,19,1
talkie-base,restricted,desk,False,deskes,ORTHOGRAPHIC,,,4,65,34
talkie-base,restricted,desk,False,deske,ORTHOGRAPHIC,,,4,65,16
talkie-base,restricted,diameter,False,dyameter,ORTHOGRAPHIC,,,8,45,1
talkie-base,restricted,diameter,False,diametre,ORTHOGRAPHIC,,,8,45,1
talkie-base,restricted,diameter,False,diamiter,ORTHOGRAPHIC,,,8,45,1
talkie-base,restricted,discrimination,False,discriminations,ORTHOGRAPHIC,,,14,23,1
talkie-base,restricted,drawing,False,drawin,ORTHOGRAPHIC,,,7,40,1
talkie-base,restricted,dress,False,dresse,ORTHOGRAPHIC,,,5,67,6
talkie-base,restricted,dress,False,drest,ORTHOGRAPHIC,,,5,67,6
talkie-base,restricted,dress,False,dres,ORTHOGRAPHIC,,,5,67,6
talkie-base,restricted,dress,False,dresseth,ORTHOGRAPHIC,,,5,67,6
talkie-base,restricted,dress,False,dressea,ORTHOGRAPHIC,,,5,67,6
talkie-base,restricted,drink,False,diink,ORTHOGRAPHIC,,,5,82,1
talkie-base,restricted,drink,False,drinke,ORTHOGRAPHIC,,,5,82,3
talkie-base,restricted,driver,False,driyer,ORTHOGRAPHIC,,,6,49,1
talkie-base,restricted,electric,False,electrick,ORTHOGRAPHIC,,,8,68,1
talkie-base,restricted,electric,False,electri,ORTHOGRAPHIC,,,8,68,3
talkie-base,restricted,empty,False,emptie,ORTHOGRAPHIC,,,5,64,1
talkie-base,restricted,empty,False,emply,ORTHOGRAPHIC,,,5,64,1
talkie-base,restricted,empty,False,emptye,ORTHOGRAPHIC,,,5,64,1
talkie-base,restricted,empty,False,emty,ORTHOGRAPHIC,,,5,64,1
talkie-base,restricted,evening,False,eyening,ORTHOGRAPHIC,,,7,133,1
talkie-base,restricted,evening,False,eveming,ORTHOGRAPHIC,,,7,133,1
talkie-base,restricted,evening,False,eyening,ORTHOGRAPHIC,,,7,133,1
talkie-base,restricted,fall,False,falle,ORTHOGRAPHIC,,,4,147,1
talkie-base,restricted,fall,False,fally,ORTHOGRAPHIC,,,4,147,1
talkie-base,restricted,fall,False,faul,ORTHOGRAPHIC,,,4,147,1
talkie-base,restricted,fast,False,fatt,ORTHOGRAPHIC,,,4,78,-1
talkie-base,restricted,fast,False,fost,ORTHOGRAPHIC,,,4,78,1
talkie-base,restricted,fault,False,fanlts,ORTHOGRAPHIC,,,5,22,2
talkie-base,restricted,fault,False,fawlt,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fault,False,faultes,ORTHOGRAPHIC,,,5,22,84
talkie-base,restricted,fault,False,faulte,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fault,False,faule,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fault,False,fanlt,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fault,False,faut,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fault,False,tault,DERIVATIONAL,,undated,5,22,1
talkie-base,restricted,fault,False,fauit,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fault,False,faul,ORTHOGRAPHIC,,,5,22,1
talkie-base,restricted,fiction,False,inuention,DERIVATIONAL,,undated,7,46,-1
talkie-base,restricted,fiction,False,fiftion,ORTHOGRAPHIC,,,7,46,1
